Overview,Series_Title,Released_Year
"Las víctimas de una epidemia de encefalitis hace muchos años han sido catatónicas desde entonces, pero ahora una nueva droga ofrece la posibilidad de revivirlos.",Awakenings,1990
"Una joven bruja, en su año obligatorio de vida independiente, se encuentra en una nueva comunidad difícil mientras se apoya al ejecutar un servicio de mensajería aérea.",Majo no takkyûbin,1989
"Robert Gould Shaw lidera la primera compañía voluntaria de la Guerra Civil de EE. UU., Luchando por los prejuicios tanto de su propio ejército de la Unión como de los confederados.",Glory,1989
Un asesino desilusionado acepta un último éxito con la esperanza de usar sus ganancias para restaurar la visión a un cantante que cegó accidentalmente.,Dip huet seung hung,1989
"Después de visitar 2015, Marty McFly debe repetir su visita a 1955 para evitar cambios desastrosos en 1985 ... sin interferir con su primer viaje.",Back to the Future Part II,1989
Dos F.B.I.Los agentes con estilos muy diferentes llegan a Mississippi para investigar la desaparición de algunos activistas de los derechos civiles.,Mississippi Burning,1988
Un equipo de comandos en una misión en una jungla centroamericana se encuentra cazado por un guerrero extraterrestre.,Predator,1987
La solitaria sobreviviente de una avalancha de espíritus que poseen carne se reducen en una cabaña con un grupo de extraños mientras los demonios continúan su ataque.,Evil Dead II,1987
"Un tipo sabio de la escuela secundaria está decidido a tener un día libre de la escuela, a pesar de lo que el director piensa de eso.",Ferris Bueller's Day Off,1986
"Dos hombres son enmarcados y enviados a la cárcel, donde se encuentran con un asesino que los ayuda a escapar y abandonar el estado.",Down by Law,1986
Un grupo de jóvenes inadaptados llamados The Goonies descubren un mapa antiguo y se dirigió a una aventura para encontrar el tesoro perdido de un legendario pirata.,The Goonies,1985
Una mujer sureña negra lucha por encontrar su identidad después de sufrir abusos de su padre y otros durante cuatro décadas.,The Color Purple,1985
Cinco estudiantes de secundaria se reúnen en la detención del sábado y descubren cómo tienen mucho más en común de lo que pensaban.,The Breakfast Club,1985
"Un periodista está atrapado en Camboya durante la campaña de limpieza sangrienta de Tyrant Pol Pot 'Year Zero', que cobró la vida de dos millones de civiles 'indeseables'.",The Killing Fields,1984
Tres ex profesores de parapsicología establecen una tienda como un servicio único de eliminación de fantasmas.,Ghostbusters,1984
"La historia de los astronautas originales de Mercury 7 y su enfoque machista, asiento de los pantalones para el programa espacial.",The Right Stuff,1983
"Rupert Pupkin es un cómic apasionado pero sin éxito que no anhela nada más que estar en el centro de atención y lograr esto, acecha y secuestra a su ídolo para tomar el centro de atención.",The King of Comedy,1982
Un niño con problemas convoca el coraje para ayudar a un alienígena amigable a escapar de la tierra y regresar a su mundo natal.,E.T. the Extra-Terrestrial,1982
"La esposa de Ted Kramer lo deja, permitiendo que se redescubre un vínculo perdido entre Ted y su hijo, Billy.Pero se produce una batalla de custodia acalorada sobre el hijo de la pareja divorciada, profundizando las heridas dejadas por la separación.",Kramer vs. Kramer,1979
Un trabajador agrícola de mal genio convence a la mujer a la que le encanta casarse con su jefe rico pero moribundo para que puedan reclamar su fortuna.,Days of Heaven,1978
"El agricultor de Missouri, Josey Wales, se une a una unidad de guerrilla confederada y termina en la carrera de los soldados de la Unión que asesinaron a su familia.",The Outlaw Josey Wales,1976
"Dos ex soldados británicos deciden establecerse como reyes en Kafiristán, una tierra donde ningún hombre blanco ha puesto un pie desde Alejandro Magno.",The Man Who Would Be King,1975
Un experto en vigilancia paranoico y secreto tiene una crisis de conciencia cuando sospecha que la pareja con la que está espiando será asesinada.,The Conversation,1974
"En un planeta lejano donde gobiernan los gigantes azules, los humanoides oprimidos se rebelan contra sus líderes similares a sus máquinas.",La planète sauvage,1973
"Un asesino profesional llamado ""Jackal"" conspira para matar a Charles de Gaulle, el presidente de Francia.",The Day of the Jackal,1973
Una adolescente impresionable de una ciudad de extremo muerto y su novio mayor engrasador se embarcan en una juerga de asesinatos en las tierras Badlands de Dakota del Sur.,Badlands,1973
"Una artista femenina del club de chicas en la era de la República de Weimar, Berlin romances a dos hombres, mientras que el partido nazi se eleva para poder a su alrededor.",Cabaret,1972
Un niño pobre pero esperanzador busca uno de los cinco boletos dorados codiciados que lo enviarán a una gira por la misteriosa fábrica de chocolate de Willy Wonka.,Willy Wonka & the Chocolate Factory,1971
"Un ingenuo Hustler viaja desde Texas hasta la ciudad de Nueva York para buscar fortuna personal, encontrando un nuevo amigo en el proceso.",Midnight Cowboy,1969
Una mujer recientemente cegada es aterrorizada por un trío de matones mientras buscan una muñeca llena de heroína que creen que está en su apartamento.,Wait Until Dark,1967
Las actitudes de una pareja son desafiadas cuando su hija se los presenta a su prometido afroamericano.,Guess Who's Coming to Dinner,1967
"La camarera aburrida Bonnie Parker se enamora de un ex convicto llamado Clyde Barrow y juntos comienzan una violenta ola de crímenes por el país, robando autos y robando bancos.",Bonnie and Clyde,1967
"El profesor de fonética de Snobh, Henry Higgins, acepta una apuesta de que puede hacer que la niña de las flores Eliza Doolittle se presenten en la alta sociedad.",My Fair Lady,1964
"A su vez en el siglo de Londres, una niñera mágica emplea música y aventura para ayudar a que dos niños descuidados se acercan a su padre.",Mary Poppins,1964
"Los eventos de D-Day, contados a gran escala de los puntos de vista aliados y alemanes.",The Longest Day,1962
Décadas de un triángulo amoroso sobre dos amigos y una mujer impulsiva.,Jules et Jim,1962
Una joven institutriz para dos niños se convence de que la casa y los terrenos están embrujados.,The Innocents,1961
"Un ladrón pequeño roba un automóvil y asesina impulsivamente a un policía de motocicleta.Buscado por las autoridades, se reúne con un estudiante de periodismo estadounidense moderno e intenta persuadirla para que huya con él a Italia.",À bout de souffle,1960
"Dunson lleva una unidad de ganado, la culminación de más de 14 años de trabajo, a su destino en Missouri.Pero su comportamiento tiránico en el camino causa un motín, dirigido por su hijo adoptivo.",Red River,1948
"Un hombre visita el hotel familiar de su compañero de guerra y encuentra un gángster dirigiendo cosas.A medida que se acerca un huracán, los dos terminan enfrentándose entre sí.",Key Largo,1948
"Durante la Segunda Guerra Mundial, el expatriado estadounidense Harry Morgan ayuda a transportar un líder de resistencia francés y su bella esposa a Martinica mientras romancía a un sensual cantante de salón.",To Have and Have Not,1944
"Una niña, llena de alegría cuando su tío favorito viene a visitar a la familia, lentamente comienza a sospechar que, de hecho, él es el asesino ""Merry Widow"" buscado por las autoridades.",Shadow of a Doubt,1943
Un grupo de personas que viajan en un Stagecoach encuentran su viaje complicado por la amenaza de Geronimo y aprenden algo sobre el otro en el proceso.,Stagecoach,1939
"Mientras viaja en Europa continental, una joven rica se da cuenta de que una anciana parece haber desaparecido del tren.",The Lady Vanishes,1938
"Mientras intenta asegurar una donación de $ 1 millón para su museo, un paleontólogo aturdido es perseguido por una heredera y a menudo irritante y su leopardo de mascotas, bebé.",Bringing Up Baby,1938
"Mary Shelley revela que los personajes principales de su novela sobrevivieron: la Dra. Frankenstein, incitada por un científico aún más loco, construye a su monstruo un compañero.",Bride of Frankenstein,1935
Rufus T. Firefly es nombrado presidente/dictador de la quiebra de Freedonia y declara la guerra a la vecina Sylvania sobre el amor de la rica Sra. Teasdale.,Duck Soup,1933
"Un gángster violento ambicioso y casi loco sube la escalera del éxito en la mafia, pero sus debilidades demuestran ser su caída.",Scarface: The Shame of the Nation,1932
El Dr. Frankenstein se atreve a manipular la vida y la muerte creando un monstruo humano fuera de las partes del cuerpo sin vida.,Frankenstein,1931
Un año en la vida de la criada de una familia de clase media en la Ciudad de México a principios de la década de 1970.,Roma,2018
"Primavera.Yorkshire.El joven agricultor Johnny Saxby adormece sus frustraciones diarias con el consumo excesivo de bebidas y sexo casual, hasta la llegada de un trabajador migrante rumano para la temporada de parto enciende una relación intensa que pone a Johnny en un nuevo camino.",God's Own Country,2017
"Mercenario mutante malhumorado Wade Wilson (también conocido como Deadpool), reúne a un equipo de otros pícaros mutantes para proteger a un niño con habilidades sobrenaturales del brutal cable cyborg que viaja en el tiempo.",Deadpool 2,2018
Un cazador veterano ayuda a un agente del FBI a investigar el asesinato de una mujer joven en una reserva de nativos americanos de Wyoming.,Wind River,2017
"Un joven afroamericano visita a los padres de su novia blanca para el fin de semana, donde su inquietud a fuego lento por su recepción de él finalmente alcanza un punto de ebullición.",Get Out,2017
"Ethan Hunt y su equipo del FMI, junto con algunos aliados familiares, corren contra el tiempo después de que una misión salió mal.",Mission: Impossible - Fallout,2018
"Ove, un jubilado aislado y malhumorado que pasa sus días haciendo cumplir las reglas de la asociación de bloques y visitando la tumba de su esposa, finalmente ha renunciado a la vida al igual que una amistad poco probable se desarrolla con sus bulliciosos vecinos.",En man som heter Ove,2015
"Viago, Deacon y Vladislav son vampiros que encuentran que la vida moderna los tiene luchando con lo mundano, como pagar el alquiler, mantenerse al día con la rueda de tareas, tratar de entrar en clubes nocturnos y superar los conflictos de compañeros de piso.",What We Do in the Shadows,2014
"Debido a 12 años.El asma de Anna, la envió a quedarse con familiares de su tutor en el campo japonés.A ella le gusta estar sola, dibujando.Ella se hace amiga de Marnie.Quien es el misterioso y rubio Marnie.",Omoide no Mânî,2014
Una mirada a la relación entre el famoso físico Stephen Hawking y su esposa.,The Theory of Everything,2014
"Una organización espía recluta a un niño callejero prometedor en el programa de capacitación de la agencia, mientras que una amenaza global surge de un genio tecnológico retorcido.",Kingsman: The Secret Service,2014
